CREATE 5374
VERTEX 1020 莘东路
VERTEX 1021 北园路
VERTEX 1022 江湾医院
VERTEX 1023 北杨村
VERTEX 1024 独乐河
VERTEX 1025 丰台道口
VERTEX 1026 莲花池
VERTEX 1027 赵亩地大桥
VERTEX 1028 竹园新村
VERTEX 1029 田林东路
VERTEX 1030 田林新苑
VERTEX 1031 宝林路
VERTEX 1032 行知中学
VERTEX 1033 上海体育场
VERTEX 1034 北新泾
VERTEX 1035 渔行湾
VERTEX 1036 吴淞大桥
VERTEX 1037 南浦大桥
VERTEX 1038 云台路
VERTEX 1039 龙华西路
VERTEX 1040 东陆路
VERTEX 1041 十六浦
VERTEX 1042 子洲路
VERTEX 1043 兰花村
VERTEX 1044 东方路地铁站
VERTEX 1045 巴林路
VERTEX 1046 运光新村
VERTEX 1047 贾家花园
VERTEX 1048 赵公口桥
VERTEX 1049 高行中学
VERTEX 1050 南行
VERTEX 1051 白杨路
VERTEX 1052 莲溪路
VERTEX 1053 原水公司
VERTEX 1054 建平中学
VERTEX 1055 武胜路
VERTEX 1056 双山路
VERTEX 1057 北辛安
VERTEX 1058 石景山
VERTEX 1059 钱仓路
VERTEX 1060 剑河路
VERTEX 1061 新泾七村
VERTEX 1062 恒仁路
VERTEX 1063 金湘路
VERTEX 1064 宁桥路
VERTEX 1065 钱仓路渡口
VERTEX 1066 光新路
VERTEX 1067 方斜路老西门
VERTEX 1068 陆家浜路
VERTEX 1069 平凉路
VERTEX 1070 水产大学
VERTEX 1071 东台路
VERTEX 1072 清溪路
VERTEX 1073 桐柏路
VERTEX 1074 文化馆
VERTEX 1075 汶水东路
VERTEX 1076 明珠线宜山路站
VERTEX 1077 宜山路
VERTEX 1078 肇家浜路
VERTEX 1079 朱家圈
VERTEX 1080 浦东行政中心
VERTEX 1081 火神营
VERTEX 1082 南法信
VERTEX 1083 张家棚
VERTEX 1084 东林
VERTEX 1085 老北路
VERTEX 1086 福山路
VERTEX 1087 半凇园路
VERTEX 1088 新开河
VERTEX 1089 平顺路
VERTEX 1090 世纪大道
VERTEX 1091 龙水南路
VERTEX 1092 敦煌路
VERTEX 1093 桃浦水厂
VERTEX 1094 东明路
VERTEX 1095 邹平路
VERTEX 1096 北石家村
VERTEX 1097 雍家村
VERTEX 1098 南洋中学
VERTEX 1099 耀华路
VERTEX 1100 博山东路
VERTEX 1101 南石路
VERTEX 1102 德州新村
VERTEX 1103 花园路
VERTEX 1104 海宁路
VERTEX 1105 四川北路天潼路
VERTEX 1106 福州路
VERTEX 1107 三门路
VERTEX 1108 四号桥
VERTEX 1109 何家湾
VERTEX 1110 湖滨路
VERTEX 1111 宝杨路
VERTEX 1112 江苏路
VERTEX 1113 宁波路
VERTEX 1114 福建南路
VERTEX 1115 紫金路
VERTEX 1116 浦三路
VERTEX 1117 小北门
VERTEX 1118 大华二路
VERTEX 1119 谈家渡
VERTEX 1120 松花江路
VERTEX 1121 华泾新村
VERTEX 1122 老沪闵路华泾路
VERTEX 1123 大渡河路铜川路
VERTEX 1124 翔殷支路
VERTEX 1125 满井
VERTEX 1126 小寨
VERTEX 1127 富锦路
VERTEX 1128 果园
VERTEX 1129 华山医院
VERTEX 1130 顾戴路
VERTEX 1131 洪山路
VERTEX 1132 西站
VERTEX 1133 新客站
VERTEX 1134 严中路
VERTEX 1135 东沟路
VERTEX 1136 朱家浜
VERTEX 1137 青石路
VERTEX 1138 航华二村
VERTEX 1139 航中路
VERTEX 1140 田图
VERTEX 1141 龙阳路立交
VERTEX 1142 复兴东路外滩
VERTEX 1143 马桥头
VERTEX 1144 庙清路
VERTEX 1145 民星路
VERTEX 1146 沈家行
VERTEX 1147 通贸大酒店
VERTEX 1148 奎照路
VERTEX 1149 衡山路高安路
VERTEX 1150 程桥
VERTEX 1151 大洪敦
VERTEX 1152 延长路
VERTEX 1153 华东理工
VERTEX 1154 安建路
VERTEX 1155 国顺路
VERTEX 1156 北台下
VERTEX 1157 怀北镇
VERTEX 1158 万荣路
VERTEX 1159 万荣小区
VERTEX 1160 安西路
VERTEX 1161 长宁路
VERTEX 1162 岚皋路桥
VERTEX 1163 莘庄电影院
VERTEX 1164 新中中学
VERTEX 1165 原平路
VERTEX 1166 高行
VERTEX 1167 贵都路
VERTEX 1168 徐家湾桥
VERTEX 1169 新市南路
VERTEX 1170 荆州路
VERTEX 1171 东辉职校
VERTEX 1172 浦建路
VERTEX 1173 灰地
VERTEX 1174 玉泉庙
VERTEX 1175 虹漕南路浦北路
VERTEX 1176 西牌楼
VERTEX 1177 莲花公寓
VERTEX 1178 铜川路
VERTEX 1179 真如新村
VERTEX 1180 新世纪花苑
VERTEX 1181 曹杨五村
VERTEX 1182 花溪路
VERTEX 1183 吴淞路
VERTEX 1184 南翔镇
VERTEX 1185 云翔寺
VERTEX 1186 金汤路
VERTEX 1187 同泰路
VERTEX 1188 吴凇码头
VERTEX 1189 北苑村
VERTEX 1190 朝来家园东区
VERTEX 1191 上海儿童医学中心
VERTEX 1192 宝山医院
VERTEX 1193 宝山镇
VERTEX 1194 牡丹路
VERTEX 1195 新江湾城
VERTEX 1196 闸殷路
VERTEX 1197 人民桥
VERTEX 1198 山鲁路
VERTEX 1199 左家宅
VERTEX 1200 棉纺新村
VERTEX 1201 万安路
VERTEX 1202 成山路
VERTEX 1203 上南二村
VERTEX 1204 瑞金一路
VERTEX 1205 交通安全学校
VERTEX 1206 食品厂
VERTEX 1207 星光印刷城
VERTEX 1208 祥德路
VERTEX 1209 长桥水厂
VERTEX 1210 松潘路
VERTEX 1211 杨浦大桥
VERTEX 1212 花本
VERTEX 1213 大南门
VERTEX 1214 马连洼北路
VERTEX 1215 上地
VERTEX 1216 长临路
VERTEX 1217 共康中学
VERTEX 1218 基础公司
VERTEX 1219 东方明昧
VERTEX 1220 朝阳公园东门
VERTEX 1221 大山庄
VERTEX 1222 窦店服装厂
VERTEX 1223 窦店环岛
VERTEX 1224 武宁路长寿路
VERTEX 1225 黄山新村
VERTEX 1226 芝巷小区
VERTEX 1227 莘建东路
VERTEX 1228 邓三
VERTEX 1229 祝格
VERTEX 1230 新中新村
VERTEX 1231 茂名南路
VERTEX 1232 思南路
VERTEX 1233 北大地
VERTEX 1234 岔路口
VERTEX 1235 中新泾
VERTEX 1236 莱阳路
VERTEX 1237 沙河火车站
VERTEX 1238 双龙水泥厂
VERTEX 1239 建国路
VERTEX 1240 曹行
VERTEX 1241 景虹新村
VERTEX 1242 阿苏卫
VERTEX 1243 大汤山
VERTEX 1244 东沟
VERTEX 1245 外高桥保税区
VERTEX 1246 沪太路
VERTEX 1247 宜川二村
VERTEX 1248 罗店
VERTEX 1249 王家墙
VERTEX 1250 新镇路顾戴路
VERTEX 1251 苗圃路
VERTEX 1252 华东师大
VERTEX 1253 虹口足球场
VERTEX 1254 云龄东路
VERTEX 1255 泗塘新村
VERTEX 1256 永乐店东口
VERTEX 1257 灵山路
VERTEX 1258 张杨路崂山西路
VERTEX 1259 耀华
VERTEX 1260 白丽路
VERTEX 1261 真南路
VERTEX 1262 绿川小区
VERTEX 1263 复旦大学
VERTEX 1264 长桥新树
VERTEX 1265 仙霞西路
VERTEX 1266 延安西路
VERTEX 1267 泰和西路
VERTEX 1268 上虹新村
VERTEX 1269 雪松路
VERTEX 1270 团结
VERTEX 1271 张江路
VERTEX 1272 永新彩管公司
VERTEX 1273 大黄村
VERTEX 1274 大屯北站
VERTEX 1275 惠忠北里
VERTEX 1276 钱堂
VERTEX 1277 孙桥镇
VERTEX 1278 十号桥
VERTEX 1279 承泽鸳
VERTEX 1280 德露苑小区
VERTEX 1281 瑞金医院
VERTEX 1282 东体育会路
VERTEX 1283 新桥南街
VERTEX 1284 月季园
VERTEX 1285 梅陇
VERTEX 1286 丰镇新村
VERTEX 1287 华严路
VERTEX 1288 博兴路
VERTEX 1289 虹漕南路钦州南路
VERTEX 1290 钦州南路桂林路
VERTEX 1291 花木新村
VERTEX 1292 玉兰路
VERTEX 1293 凌兆路
VERTEX 1294 广灵一路
VERTEX 1295 莘光小学
VERTEX 1296 莘庄地铁北广场
VERTEX 1297 煤气厂
VERTEX 1298 宁武路
VERTEX 1299 王家滨前宅
VERTEX 1300 八达岭东登城口
VERTEX 1301 林场
VERTEX 1302 古庄
VERTEX 1303 杨秀店
VERTEX 1304 新川沙路
VERTEX 1305 丰台路口
VERTEX 1306 丰台体育中心
VERTEX 1307 学前新村
VERTEX 1308 五汽冠忠分场
VERTEX 1309 大觉寺
VERTEX 1310 大场镇
VERTEX 1311 守仁桥街
VERTEX 1312 河南村
VERTEX 1313 仁和中学
VERTEX 1314 瑞金二路
VERTEX 1315 草高路
VERTEX 1316 炼油厂
VERTEX 1317 东方路乳山路
VERTEX 1318 保德路
VERTEX 1319 汾西路
VERTEX 1320 张虹路
VERTEX 1321 海陆村
VERTEX 1322 上钢新村
VERTEX 1323 虹桥国际机场
VERTEX 1324 虹许路
VERTEX 1325 安图路
VERTEX 1326 敦化路
VERTEX 1327 凇南五村
VERTEX 1328 凇南医院
VERTEX 1329 长岭路
VERTEX 1330 洛川东路
VERTEX 1331 民和路
VERTEX 1332 花园石桥
VERTEX 1333 乍浦路
VERTEX 1334 新泾八村
VERTEX 1335 闻喜路彭浦新村
VERTEX 1336 明珠线江湾镇站
VERTEX 1337 新市北路
VERTEX 1338 建国中路
VERTEX 1339 卢家湾
VERTEX 1340 高尚乐
VERTEX 1341 永业路
VERTEX 1342 成都北路
VERTEX 1343 南泉路
VERTEX 1344 重庆南路
VERTEX 1345 衡山路
VERTEX 1346 双合村
VERTEX 1347 王四营南站
VERTEX 1348 浣沙路
VERTEX 1349 共康六村
VERTEX 1350 共康路
VERTEX 1351 大统路
VERTEX 1352 千阳路
VERTEX 1353 真北村
VERTEX 1354 鞍山新村
VERTEX 1355 新华医院
VERTEX 1356 北洋径路
VERTEX 1357 沪嘉立交桥
VERTEX 1358 南大路
VERTEX 1359 京东驾校
VERTEX 1360 六合村
VERTEX 1361 海特花园
VERTEX 1362 西井路
VERTEX 1363 沁春一村
VERTEX 1364 莘西路
VERTEX 1365 曲阳路
VERTEX 1366 中山北一路
VERTEX 1367 牛顿路
VERTEX 1368 大华路
VERTEX 1369 真华路
VERTEX 1370 龙华医院
VERTEX 1371 交警三大队
VERTEX 1372 南码头路
VERTEX 1373 真如中学
VERTEX 1374 公交培训中心
VERTEX 1375 管弄新村
VERTEX 1376 汉阴路
VERTEX 1377 顾新路
VERTEX 1378 山西北路
VERTEX 1379 漕宝路桂林路
VERTEX 1380 多稼路
VERTEX 1381 龙柏新村绿苑路
VERTEX 1382 公兴路
VERTEX 1383 西新
VERTEX 1384 杨家渡
VERTEX 1385 桃浦公路
VERTEX 1386 镇宁路
VERTEX 1387 草场地
VERTEX 1388 大山子北站
VERTEX 1389 东昌路地铁站
VERTEX 1390 栖霞路
VERTEX 1391 桂家宅
VERTEX 1392 陈太路
VERTEX 1393 祁连镇
VERTEX 1394 阳曲路
VERTEX 1395 虹桥机场
VERTEX 1396 东兰路
VERTEX 1397 陆家嘴地铁站
VERTEX 1398 银城东路
VERTEX 1399 吴家村东站
VERTEX 1400 小瓦窑
VERTEX 1401 东寺渠
VERTEX 1402 县政府
VERTEX 1403 丁香路
VERTEX 1404 长阳环岛
VERTEX 1405 长阳路口
VERTEX 1406 曹杨路
VERTEX 1407 公交五汽公司
VERTEX 1408 华灵路
VERTEX 1409 钦州路
VERTEX 1410 吉美新村
VERTEX 1411 陆家大桥
VERTEX 1412 御孙路
VERTEX 1413 梨园镇政府
VERTEX 1414 小街南口
VERTEX 1415 后牛坊
VERTEX 1416 太洋桥
VERTEX 1417 虬江码头路
VERTEX 1418 富平路
VERTEX 1419 棉花仓库
VERTEX 1420 大峪村路
VERTEX 1421 张坊路口
VERTEX 1422 虹井路招呼站
VERTEX 1423 南丹路
VERTEX 1424 市九医院
VERTEX 1425 兰花新村
VERTEX 1426 九江路
VERTEX 1427 昌里小区
VERTEX 1428 光复路
VERTEX 1429 汉中路
VERTEX 1430 汉阳路桥
VERTEX 1431 增产路
VERTEX 1432 北京路外滩
VERTEX 1433 儿童医学中心
VERTEX 1434 东昌路渡口
VERTEX 1435 白浮
VERTEX 1436 西沙屯
VERTEX 1437 山海关路
VERTEX 1438 虹桥路番禺路
VERTEX 1439 石泉路
VERTEX 1440 岚皋路
VERTEX 1441 阜石路西口
VERTEX 1442 苹果园
VERTEX 1443 古北新城
VERTEX 1444 半壁店
VERTEX 1445 李桥
VERTEX 1446 农工商
VERTEX 1447 延安东路重庆北路
VERTEX 1448 航华新村
VERTEX 1449 仁济医院
VERTEX 1450 塘桥浦东南路
VERTEX 1451 莲花路地铁站
VERTEX 1452 殷行路
VERTEX 1453 共江八村
VERTEX 1454 洋木桥
VERTEX 1455 天平路
VERTEX 1456 靖宇中路
VERTEX 1457 隆昌路
VERTEX 1458 易础莲花
VERTEX 1459 台湖镇政府
VERTEX 1460 蔷薇七村
VERTEX 1461 二渡
VERTEX 1462 一渡
VERTEX 1463 东陆公路
VERTEX 1464 中宁路
VERTEX 1465 朱家门
VERTEX 1466 海桐路
VERTEX 1467 宝南路
VERTEX 1468 新镇路
VERTEX 1469 西区汽军站
VERTEX 1470 金苏路
VERTEX 1471 市光路
VERTEX 1472 丰台
VERTEX 1473 丰台南站
VERTEX 1474 胸科医院
VERTEX 1475 黄浦花园
VERTEX 1476 丰台桥南
VERTEX 1477 新华街
VERTEX 1478 南华苑
VERTEX 1479 新沪路
VERTEX 1480 安业路
VERTEX 1481 北洼路北口
VERTEX 1482 北洼路西里
VERTEX 1483 岳各庄
VERTEX 1484 郑常庄
VERTEX 1485 梅陇镇
VERTEX 1486 红寺
VERTEX 1487 一四二医院
VERTEX 1488 二汽莘庄场
VERTEX 1489 凯旋路长宁路
VERTEX 1490 张江高科技园区
VERTEX 1491 金港路
VERTEX 1492 合肥路
VERTEX 1493 老西门
VERTEX 1494 山阴路
VERTEX 1495 四达路
VERTEX 1496 广元西路
VERTEX 1497 虹莘路
VERTEX 1498 华东理工学院
VERTEX 1499 石热
VERTEX 1500 虹梅路
VERTEX 1501 定海桥
VERTEX 1502 中华船厂
VERTEX 1503 外滩
VERTEX 1504 逸仙路
VERTEX 1505 都市路
VERTEX 1506 新申花城茉莉园
VERTEX 1507 大兴街
VERTEX 1508 嫩江路包头路
VERTEX 1509 市光三村
VERTEX 1510 铁路医院
VERTEX 1511 平西府
VERTEX 1512 中国经济时报
VERTEX 1513 招商中心
VERTEX 1514 东林路
VERTEX 1515 桂林公园
VERTEX 1516 陆家嘴
VERTEX 1517 张仪村北站
VERTEX 1518 张仪村东站
VERTEX 1519 济南路
VERTEX 1520 华光路
VERTEX 1521 高平路
VERTEX 1522 广元路
VERTEX 1523 淞沪路
VERTEX 1524 金茂大厦
VERTEX 1525 古漪园
VERTEX 1526 玉泉营
VERTEX 1527 玉泉营西站
VERTEX 1528 锦锈路
VERTEX 1529 河间路
VERTEX 1530 江西中路汉口路
VERTEX 1531 安波路
VERTEX 1532 后南关
VERTEX 1533 水产大楼
VERTEX 1534 闸北电厂
VERTEX 1535 东长治路
VERTEX 1536 惠民路
VERTEX 1537 礼贤乡政府
VERTEX 1538 小马坊
VERTEX 1539 明珠线虹桥路站
VERTEX 1540 新建路
VERTEX 1541 黄渡
VERTEX 1542 葑浜
VERTEX 1543 八里店
VERTEX 1544 京张路口
VERTEX 1545 黄浦培训部
VERTEX 1546 红霞影院
VERTEX 1547 酒仙桥商场
VERTEX 1548 芳草路
VERTEX 1549 西内大街
VERTEX 1550 新开胡同
VERTEX 1551 电梯厂
VERTEX 1552 洗衣机总厂
VERTEX 1553 宝东路
VERTEX 1554 宝杨路汽车站
VERTEX 1555 真新新村
VERTEX 1556 岚皋路所
VERTEX 1557 黄渠村
VERTEX 1558 黄渠西站
VERTEX 1559 高阳路
VERTEX 1560 公平路
VERTEX 1561 上海南站
VERTEX 1562 巴沟南路
VERTEX 1563 万柳中路北口
VERTEX 1564 塘桥临忻北路
VERTEX 1565 热带风暴
VERTEX 1566 红星村
VERTEX 1567 西库
VERTEX 1568 延吉西路江浦路
VERTEX 1569 结核病医院
VERTEX 1570 车站南路
VERTEX 1571 曹杨新村
VERTEX 1572 报春路
VERTEX 1573 南陈路
VERTEX 1574 河南北路
VERTEX 1575 虬江码头
VERTEX 1576 杨思镇
VERTEX 1577 朱家宅
VERTEX 1578 西芦垡
VERTEX 1579 飙程赛车俱乐部
VERTEX 1580 淮阴路
VERTEX 1581 马官营
VERTEX 1582 吴家村路
VERTEX 1583 唐家浜桥
VERTEX 1584 昌里东路
VERTEX 1585 海关
VERTEX 1586 精密电容
VERTEX 1587 陆家滨路西藏南路
VERTEX 1588 霍营北口
VERTEX 1589 王府街
VERTEX 1590 凌桥新村
VERTEX 1591 大宁路
VERTEX 1592 平型关路
VERTEX 1593 光华路东口
VERTEX 1594 红庙
VERTEX 1595 江城苑
VERTEX 1596 三林
VERTEX 1597 梅陇路
VERTEX 1598 朱梅路
VERTEX 1599 汇城新村
VERTEX 1600 饯仓路
VERTEX 1601 新上海商业城
VERTEX 1602 广灵四路
VERTEX 1603 宜川四村
VERTEX 1604 赤峰路
VERTEX 1605 柳营
VERTEX 1606 新桥村
VERTEX 1607 贵阳路
VERTEX 1608 小松垡
VERTEX 1609 天钥新村
VERTEX 1610 大峪南路小区
VERTEX 1611 坡头小区
VERTEX 1612 白城路
VERTEX 1613 包头路
VERTEX 1614 达官营
VERTEX 1615 广安门北站
VERTEX 1616 复兴中路马当路
VERTEX 1617 铁道学院
VERTEX 1618 宝山宾馆
VERTEX 1619 陆家堰
VERTEX 1620 南丹东路
VERTEX 1621 平房西口
VERTEX 1622 姚家园
VERTEX 1623 友林路
VERTEX 1624 宾阳路
VERTEX 1625 漕东支路
VERTEX 1626 益丰
VERTEX 1627 漕宝路
VERTEX 1628 泸定路
VERTEX 1629 金钟路
VERTEX 1630 北小营
VERTEX 1631 石龙工业区
VERTEX 1632 永定镇政府
VERTEX 1633 张华浜
VERTEX 1634 洪村
VERTEX 1635 兴华路
VERTEX 1636 商丘路
VERTEX 1637 常营东口
VERTEX 1638 常营民族小区
VERTEX 1639 永和小区
VERTEX 1640 铁沙城
VERTEX 1641 黑山路
VERTEX 1642 政通路
VERTEX 1643 航北路
VERTEX 1644 航华一村
VERTEX 1645 国棉十七厂
VERTEX 1646 杨浦煤气厂
VERTEX 1647 甘溪路
VERTEX 1648 华茂路
VERTEX 1649 中春路华中路
VERTEX 1650 共富新村
VERTEX 1651 杨鑫路
VERTEX 1652 新泾新村
VERTEX 1653 雀林院
VERTEX 1654 白石桥南路
VERTEX 1655 三虎桥
VERTEX 1656 局门路中山南一路
VERTEX 1657 蒙自路
VERTEX 1658 御家桥
VERTEX 1659 御桥花园
VERTEX 1660 昆明湖路
VERTEX 1661 昆明湖南路
VERTEX 1662 上海春城
VERTEX 1663 梅陇八村
VERTEX 1664 天等路
VERTEX 1665 航南路
VERTEX 1666 骊山路
VERTEX 1667 镇西路
VERTEX 1668 青云路
VERTEX 1669 殷高西路桥
VERTEX 1670 江边码头
VERTEX 1671 上南花苑
VERTEX 1672 新申花城
VERTEX 1673 茉莉苑
VERTEX 1674 桂果路
VERTEX 1675 六里生活园区
VERTEX 1676 高境庙
VERTEX 1677 小海子
VERTEX 1678 枣林
VERTEX 1679 平阴桥
VERTEX 1680 瑞金南路
VERTEX 1681 余庆侨
VERTEX 1682 凇虹路
VERTEX 1683 卧龙岗
VERTEX 1684 新村路
VERTEX 1685 大木桥
VERTEX 1686 龙华机场
VERTEX 1687 打虎山路
VERTEX 1688 北关环岛
VERTEX 1689 焦王庄南口
VERTEX 1690 行知家园
VERTEX 1691 青塔北口
VERTEX 1692 永定路南口
VERTEX 1693 莲花地铁站
VERTEX 1694 黎平路
VERTEX 1695 靛厂
VERTEX 1696 立丰船厂
VERTEX 1697 风雅园
VERTEX 1698 广场西门
VERTEX 1699 同济支路
VERTEX 1700 曲阜西路
VERTEX 1701 提篮桥
VERTEX 1702 祁翔路
VERTEX 1703 吴淞码头
VERTEX 1704 绿杨桥
VERTEX 1705 桃浦新村
VERTEX 1706 新泾三村
VERTEX 1707 渠头
VERTEX 1708 后尖平
VERTEX 1709 觅子店道口
VERTEX 1710 汾庄
VERTEX 1711 郭公庄东口
VERTEX 1712 静安寺
VERTEX 1713 九街
VERTEX 1714 南水泉
VERTEX 1715 新桥路
VERTEX 1716 北翟路
VERTEX 1717 诸翟镇政府
VERTEX 1718 走马塘
VERTEX 1719 罗阳新村
VERTEX 1720 藤花路
VERTEX 1721 航华四村
VERTEX 1722 荣城路
VERTEX 1723 万寿寺
VERTEX 1724 魏公村西口
VERTEX 1725 国权路
VERTEX 1726 定海路
VERTEX 1727 老北门
VERTEX 1728 建设村
VERTEX 1729 环卫小区
VERTEX 1730 门矿小区
VERTEX 1731 井亭村
VERTEX 1732 二号侨
VERTEX 1733 高沙滩
VERTEX 1734 金藏路
VERTEX 1735 长岛路
VERTEX 1736 台儿庄路
VERTEX 1737 通阁路
VERTEX 1738 怒江路
VERTEX 1739 居家桥
VERTEX 1740 七宝路
VERTEX 1741 俞家巷
VERTEX 1742 滨阳西里
VERTEX 1743 仓房浜
VERTEX 1744 冯村嘉园
VERTEX 1745 信园小区
VERTEX 1746 陆家巷
VERTEX 1747 沪淞公路
VERTEX 1748 重庆北路
VERTEX 1749 胡庄
VERTEX 1750 新立村
VERTEX 1751 罗南汽车站
VERTEX 1752 乾溪路
VERTEX 1753 居家库
VERTEX 1754 虹井路
VERTEX 1755 红松路
VERTEX 1756 北京西路
VERTEX 1757 武定路
VERTEX 1758 怒江北路
VERTEX 1759 炮厂西小区
VERTEX 1760 炮厂小区
VERTEX 1761 沈家弄路
VERTEX 1762 五道口
VERTEX 1763 语言学院
VERTEX 1764 兰城路
VERTEX 1765 浦兴路
VERTEX 1766 杨南路
VERTEX 1767 长哨营
VERTEX 1768 兰营
VERTEX 1769 庆宁寺
VERTEX 1770 成都路
VERTEX 1771 万德路
VERTEX 1772 药水弄
VERTEX 1773 西漕
VERTEX 1774 连云路
VERTEX 1775 罗泾
VERTEX 1776 冯村
VERTEX 1777 六里
VERTEX 1778 香山新村
VERTEX 1779 宝秀路
VERTEX 1780 吴泾
VERTEX 1781 博山路
VERTEX 1782 德平路浦东大道
VERTEX 1783 吴家湾
VERTEX 1784 胡小营
VERTEX 1785 柳沟
VERTEX 1786 呼兰路
VERTEX 1787 杨南新村
VERTEX 1788 屈家桥
VERTEX 1789 长江路
VERTEX 1790 罗秀路凌云路
VERTEX 1791 罗秀路天等路
VERTEX 1792 海上新村
VERTEX 1793 南华城
VERTEX 1794 长峰新村
VERTEX 1795 龙南新村
VERTEX 1796 动物园
VERTEX 1797 天文馆
VERTEX 1798 歇浦路渡口
VERTEX 1799 槎浦桥
VERTEX 1800 豆各庄
VERTEX 1801 威宁路
VERTEX 1802 仙霞路
VERTEX 1803 虹梅南苑
VERTEX 1804 海淀交通支队
VERTEX 1805 圆明园
VERTEX 1806 香树丽舍星丰苑
VERTEX 1807 凤城新村
VERTEX 1808 东方国贸
VERTEX 1809 学前中学
VERTEX 1810 曹家宅
VERTEX 1811 天山支路
VERTEX 1812 龙西村
VERTEX 1813 上钢三厂
VERTEX 1814 臭泥坑
VERTEX 1815 南口村
VERTEX 1816 青杉路
VERTEX 1817 江杨南路
VERTEX 1818 泗塘新树
VERTEX 1819 长春桥路
VERTEX 1820 同济
VERTEX 1821 十八间
VERTEX 1822 保福寺
VERTEX 1823 展春桥
VERTEX 1824 莘庄
VERTEX 1825 清峪路
VERTEX 1826 工业区办公楼
VERTEX 1827 莘庄工业区
VERTEX 1828 横街子
VERTEX 1829 小羊坊西口
VERTEX 1830 果园小区
VERTEX 1831 西大桥
VERTEX 1832 北京大学西门
VERTEX 1833 杜家坎
VERTEX 1834 卢沟老桥
VERTEX 1835 崔村
VERTEX 1836 北小街豁口
VERTEX 1837 和平里南口
VERTEX 1838 董家坟
VERTEX 1839 马家坟
VERTEX 1840 松榆里南口
VERTEX 1841 武圣路
VERTEX 1842 广安门
VERTEX 1843 枣林前街
VERTEX 1844 东北旺西口
VERTEX 1845 东北旺乡
VERTEX 1846 东土城路
VERTEX 1847 教子胡同
VERTEX 1848 牛街
VERTEX 1849 团河农场
VERTEX 1850 团河行宫
VERTEX 1851 角门北站
VERTEX 1852 马家堡小区站
VERTEX 1853 北京西站
VERTEX 1854 翠微路口
VERTEX 1855 普慧桥
VERTEX 1856 惠新里
VERTEX 1857 经贸大学
VERTEX 1858 东直门
VERTEX 1859 航天部医院
VERTEX 1860 黄家坟
VERTEX 1861 儿童医院
VERTEX 1862 礼士路南口
VERTEX 1863 菜户营西街
VERTEX 1864 柳村
VERTEX 1865 地球所
VERTEX 1866 洼里南口
VERTEX 1867 甘石桥
VERTEX 1868 铸钟厂
VERTEX 1869 驹子房
VERTEX 1870 农光东里
VERTEX 1871 武圣东里
VERTEX 1872 石槽
VERTEX 1873 玉泉路
VERTEX 1874 三元庵
VERTEX 1875 小亮马桥
VERTEX 1876 小营北路
VERTEX 1877 育慧西里
VERTEX 1878 社会路
VERTEX 1879 社会路南
VERTEX 1880 黑石头
VERTEX 1881 五里坨
VERTEX 1882 宏昌路
VERTEX 1883 宏昌路西站
VERTEX 1884 南磨房
VERTEX 1885 平乐园
VERTEX 1886 东冉村
VERTEX 1887 南坞村
VERTEX 1888 金庄
VERTEX 1889 营慧寺
VERTEX 1890 知春路
VERTEX 1891 知春路南里
VERTEX 1892 方城园
VERTEX 1893 左安门
VERTEX 1894 七星园
VERTEX 1895 衙门口
VERTEX 1896 结研所
VERTEX 1897 岳庄
VERTEX 1898 程庄路
VERTEX 1899 程庄路北口
VERTEX 1900 京原东路
VERTEX 1901 老山
VERTEX 1902 东单
VERTEX 1903 米市大街
VERTEX 1904 八角村
VERTEX 1905 京源路口
VERTEX 1906 左安门内大街
VERTEX 1907 北沙滩
VERTEX 1908 南沙滩
VERTEX 1909 花家地街
VERTEX 1910 花家地南里
VERTEX 1911 万柳中路南口
VERTEX 1912 白水洼
VERTEX 1913 东小营
VERTEX 1914 双清路
VERTEX 1915 肖庄
VERTEX 1916 宝盛里小区
VERTEX 1917 永泰小区
VERTEX 1918 塔园村
VERTEX 1919 幸福三村
VERTEX 1920 楼梓庄
VERTEX 1921 平乐园路
VERTEX 1922 护国寺
VERTEX 1923 平安里
VERTEX 1924 四博连交易中心
VERTEX 1925 佟家坟
VERTEX 1926 广安门南站
VERTEX 1927 新文化街
VERTEX 1928 焦化厂
VERTEX 1929 试验厂
VERTEX 1930 东侧路
VERTEX 1931 天坛体育场
VERTEX 1932 石佛营
